time_spent_current_step,active_users_in_step,avg_step_duration,hour_of_day,airport_BOD,airport_CDG,airport_DXB,airport_FCO,airport_FRA,airport_JFK,airport_LHR,airport_LYS,airport_MAD,airport_NCE,airport_ORY,flight_type_international,target_time_remaining,event_observed,current_step,passenger_id,entry_time
7.56,26,3.96,12,False,False,False,False,False,False,False,False,False,False,True,False,0.81,1,1,P00113,2025-01-21T12:37
5.78,45,23.61,22,True,False,False,False,False,False,False,False,False,False,False,False,11.26,1,3,P00114,2025-01-30T22:57
4.48,44,24.4,9,False,False,False,False,False,True,False,False,False,False,False,True,6.66,1,5,P00115,2025-01-21T09:48
3.53,46,26.29,8,False,False,False,False,False,False,True,False,False,False,False,True,11.18,0,3,P00116,2025-01-13T08:24
4.54,48,36.99,6,False,False,False,False,False,False,True,False,False,False,False,True,42.14,1,8,P00117,2025-01-16T06:10
13.43,39,21.42,14,False,True,False,False,False,False,False,False,False,False,False,False,5.25,1,5,P00118,2025-01-25T14:47
5.55,46,26.93,7,False,False,False,False,False,False,False,False,True,False,False,True,22.97,1,3,P00119,2025-01-29T07:56
4.75,25,5.87,13,True,False,False,False,False,False,False,False,False,False,False,False,3.76,1,1,P00120,2025-01-27T13:54
500.45,96,426.33,2,False,False,False,False,False,False,False,False,True,False,False,True,51.87,0,7,P00121,2025-01-04T02:50
14.04,29,14.78,2,True,False,False,False,False,False,False,False,False,False,False,False,12.95,1,5,P00122,2025-01-24T02:43
22.05,33,31.35,22,False,False,False,False,False,False,False,True,False,False,False,False,12.59,1,6,P00123,2025-01-16T22:44
8.33,29,12.32,4,False,False,False,False,False,False,True,False,False,False,False,True,3.83,1,9,P00124,2025-01-13T04:54
4.98,41,13.34,20,False,False,False,True,False,False,False,False,False,False,False,True,7.24,1,4,P00125,2025-01-01T20:01
11.01,18,10.88,12,False,False,False,False,False,False,False,False,False,True,False,False,5.01,1,9,P00126,2025-01-05T12:19
1.59,22,8.75,13,False,False,False,True,False,False,False,False,False,False,False,True,1.86,1,9,P00127,2025-01-12T13:02
2.79,38,14.28,13,False,False,True,False,False,False,False,False,False,False,False,True,31.38,1,3,P00128,2025-01-27T13:38
6.84,19,14.14,5,False,False,False,False,False,False,True,False,False,False,False,True,5.34,1,2,P00129,2025-01-02T05:40
131.38,132,553.39,20,False,False,False,False,True,False,False,False,False,False,False,True,867.53,1,7,P00130,2025-01-02T20:42
6.84,38,16.09,12,False,False,False,False,False,True,False,False,False,False,False,True,8.66,1,3,P00131,2025-01-04T12:58
1.73,17,12.27,12,False,False,False,False,False,False,True,False,False,False,False,True,1.82,1,4,P00132,2025-01-06T12:44
58.13,82,132.77,23,False,True,False,False,False,False,False,False,False,False,False,False,15.45,1,7,P00133,2025-01-18T23:33
34.57,59,19.88,18,False,False,False,False,True,False,False,False,False,False,False,True,3.23,1,3,P00134,2025-01-15T18:29
26.23,26,20.35,11,False,False,False,False,False,False,True,False,False,False,False,True,16.48,1,6,P00135,2025-01-15T11:01
16.44,18,11.81,19,False,False,False,False,False,False,False,False,False,False,True,False,3.03,1,2,P00136,2025-01-07T19:15
10.55,49,15.6,3,True,False,False,False,False,False,False,False,False,False,False,False,3.36,0,3,P00137,2025-01-25T03:32
9.51,23,18.17,10,False,False,True,False,False,False,False,False,False,False,False,True,10.69,1,2,P00138,2025-01-09T10:32
6.25,40,12.91,3,False,True,False,False,False,False,False,False,False,False,False,False,2.23,1,3,P00139,2025-01-11T03:08
162.26,79,440.08,11,False,False,False,False,True,False,False,False,False,False,False,True,100.62,0,7,P00140,2025-01-14T11:18
7.09,30,6.78,13,False,False,False,False,True,False,False,False,False,False,False,True,1.63,1,1,P00141,2025-01-23T13:15
6.57,40,21.61,17,False,False,False,False,False,False,False,False,False,True,False,False,5.34,1,5,P00142,2025-01-26T17:58
22.52,33,16.85,9,False,True,False,False,False,False,False,False,False,False,False,False,6.32,1,5,P00143,2025-01-23T09:40
5.58,16,9.3,10,False,False,False,False,False,False,False,True,False,False,False,False,7.19,1,2,P00144,2025-01-26T10:05
7.7,19,5.79,0,False,False,False,False,False,False,True,False,False,False,False,True,7.19,1,9,P00145,2025-01-21T00:06
6.03,18,17.44,5,False,False,False,False,False,False,False,True,False,False,False,False,1.27,1,2,P00146,2025-01-18T05:40
1.01,40,7.85,17,False,False,False,False,False,False,False,False,False,False,True,False,3.66,1,1,P00147,2025-01-30T17:30
1.77,26,7.18,2,False,False,False,False,False,False,False,False,False,True,False,False,5.25,1,1,P00148,2025-01-23T02:50
502.63,107,551.12,22,False,False,False,False,True,False,False,False,False,False,False,True,102.45,1,7,P00149,2025-01-12T22:01
16.85,40,36.45,3,False,False,False,True,False,False,False,False,False,False,False,True,15.27,1,6,P00150,2025-01-26T03:48
3.09,28,4.17,5,False,False,False,False,False,False,False,False,False,True,False,False,0.98,1,4,P00151,2025-01-30T05:43
31.78,35,34.07,19,False,False,False,False,False,False,False,True,False,False,False,False,4.49,1,6,P00152,2025-01-16T19:07
128.12,76,310.92,2,False,False,False,False,True,False,False,False,False,False,False,True,196.64,1,7,P00153,2025-01-07T02:15
3.97,33,20.34,5,False,False,False,False,True,False,False,False,False,False,False,True,12.03,1,5,P00154,2025-01-13T05:38
17.22,52,26.8,20,False,False,True,False,False,False,False,False,False,False,False,True,6.54,1,3,P00155,2025-01-25T20:45
6.69,23,13.92,19,False,False,False,False,False,False,False,True,False,False,False,False,3.02,1,2,P00156,2025-01-01T19:10
17.52,91,86.12,15,False,False,False,False,False,False,False,False,False,True,False,False,9.9,0,7,P00157,2025-01-02T15:22
4.81,29,6.71,6,False,False,False,False,False,False,False,True,False,False,False,False,0.5,0,1,P00158,2025-01-07T06:58
1.04,24,3.27,21,False,False,False,False,False,False,False,False,False,True,False,False,1.84,1,4,P00159,2025-01-13T21:10
96.09,81,79.08,18,False,False,False,False,False,False,False,True,False,False,False,False,9.52,0,7,P00160,2025-01-20T18:07
27.44,29,20.37,7,False,False,False,True,False,False,False,False,False,False,False,True,18.35,1,2,P00161,2025-01-04T07:04
3.01,38,17.88,14,False,True,False,False,False,False,False,False,False,False,False,False,9.02,1,3,P00162,2025-01-18T14:37
9.07,34,16.66,18,False,False,False,True,False,False,False,False,False,False,False,True,9.34,1,4,P00163,2025-01-02T18:15
43.95,25,29.49,16,False,False,False,False,False,True,False,False,False,False,False,True,4.03,1,8,P00164,2025-01-15T16:02
4.03,31,22.91,10,True,False,False,False,False,False,False,False,False,False,False,False,17.33,1,6,P00165,2025-01-20T10:22
16.01,28,27.36,7,True,False,False,False,False,False,False,False,False,False,False,False,16.0,1,6,P00166,2025-01-24T07:23
6.94,21,10.7,13,False,False,True,False,False,False,False,False,False,False,False,True,1.48,1,9,P00167,2025-01-20T13:58
5.88,19,8.52,22,False,False,False,False,False,True,False,False,False,False,False,True,1.77,1,9,P00168,2025-01-30T22:31
3.32,30,25.69,15,True,False,False,False,False,False,False,False,False,False,False,False,16.86,1,6,P00169,2025-01-18T15:16
3.65,20,8.4,23,False,False,False,False,False,False,True,False,False,False,False,True,2.05,1,1,P00170,2025-01-13T23:37
5.74,24,22.86,10,True,False,False,False,False,False,False,False,False,False,False,False,21.5,1,6,P00171,2025-01-21T10:37
2.68,27,23.1,3,False,False,False,False,False,False,False,False,False,False,False,True,5.69,1,5,P00172,2025-01-03T03:22
11.25,40,18.31,17,True,False,False,False,False,False,False,False,False,False,False,False,3.77,1,3,P00173,2025-01-15T17:04
1.3,35,5.89,16,False,False,False,False,False,False,False,True,False,False,False,False,1.36,0,1,P00174,2025-01-01T16:40
8.46,20,7.81,23,False,False,False,False,False,False,False,True,False,False,False,False,1.92,1,9,P00175,2025-01-22T23:17
1.67,25,5.37,15,False,False,False,False,False,False,False,False,False,False,False,True,1.84,1,1,P00176,2025-01-28T15:54
17.86,23,15.57,11,False,False,False,False,True,False,False,False,False,False,False,True,27.89,1,6,P00177,2025-01-22T11:08
0.5,20,4.95,13,False,False,False,False,False,False,False,False,False,False,True,False,3.42,1,1,P00178,2025-01-29T13:00
2.24,29,14.05,12,False,False,False,False,False,False,False,False,False,True,False,False,12.27,1,3,P00179,2025-01-22T12:28
4.67,18,8.98,3,False,True,False,False,False,False,False,False,False,False,False,False,6.37,1,2,P00180,2025-01-26T03:11
6.32,38,15.44,0,False,False,False,False,False,True,False,False,False,False,False,True,9.88,1,3,P00181,2025-01-13T00:19
30.94,28,29.99,2,False,False,True,False,False,False,False,False,False,False,False,True,11.02,1,8,P00182,2025-01-08T02:19
3.75,28,7.05,8,False,False,False,False,False,False,False,False,False,False,True,False,7.24,1,1,P00183,2025-01-24T08:04
5.56,33,6.82,18,False,False,False,False,False,False,True,False,False,False,False,True,5.52,1,1,P00184,2025-01-30T18:55
8.75,51,21.7,6,True,False,False,False,False,False,False,False,False,False,False,False,31.42,1,3,P00185,2025-01-04T06:42
10.67,37,23.13,11,False,False,False,False,False,False,False,True,False,False,False,False,18.64,1,5,P00186,2025-01-26T11:05
1.89,34,17.31,5,False,True,False,False,False,False,False,False,False,False,False,False,9.81,1,3,P00187,2025-01-08T05:07
4.94,28,29.88,5,False,False,False,False,True,False,False,False,False,False,False,True,8.88,1,6,P00188,2025-01-28T05:25
1.95,16,12.75,0,False,True,False,False,False,False,False,False,False,False,False,False,5.37,1,2,P00189,2025-01-11T00:20
1.43,37,14.71,10,True,False,False,False,False,False,False,False,False,False,False,False,18.21,1,3,P00190,2025-01-28T10:02
103.78,120,137.6,18,False,True,False,False,False,False,False,False,False,False,False,False,36.43,1,7,P00191,2025-01-01T18:34
6.68,30,6.89,10,False,False,True,False,False,False,False,False,False,False,False,True,2.31,1,1,P00192,2025-01-23T10:41
13.36,61,28.38,9,False,False,False,False,False,False,False,False,True,False,False,True,17.53,1,3,P00193,2025-01-30T09:56
4.64,48,25.63,17,False,False,False,False,False,False,True,False,False,False,False,True,20.22,1,3,P00194,2025-01-02T17:46
3.41,13,6.49,23,False,True,False,False,False,False,False,False,False,False,False,False,1.83,0,9,P00195,2025-01-21T23:16
10.68,57,25.85,6,False,True,False,False,False,False,False,False,False,False,False,False,10.22,1,5,P00196,2025-01-24T06:14
12.35,42,24.35,14,True,False,False,False,False,False,False,False,False,False,False,False,0.65,1,3,P00197,2025-01-04T14:06
4.89,22,18.75,21,False,False,False,False,False,False,False,False,False,False,True,False,8.34,1,8,P00198,2025-01-22T21:33
8.67,36,30.16,0,False,False,False,False,False,False,False,False,False,False,True,False,0.91,1,3,P00199,2025-01-18T00:55
4.33,41,22.16,20,False,False,False,False,False,False,True,False,False,False,False,True,11.18,1,3,P00200,2025-01-20T20:51
39.82,44,31.17,8,False,False,False,False,False,False,False,False,False,False,False,True,3.48,1,6,P00201,2025-01-08T08:17
11.24,24,10.1,23,False,False,False,False,False,False,False,False,False,False,False,True,4.98,0,9,P00202,2025-01-17T23:46
10.12,29,13.37,20,False,False,False,False,False,False,True,False,False,False,False,True,2.16,1,1,P00203,2025-01-18T20:13
1.66,35,9.03,7,False,False,False,False,False,False,False,True,False,False,False,False,5.55,1,1,P00204,2025-01-27T07:25
24.13,38,42.93,7,False,False,False,False,False,False,False,False,False,False,False,True,10.02,1,6,P00205,2025-01-19T07:10
5.4,21,4.49,2,False,False,False,False,False,False,False,False,False,True,False,False,0.89,1,4,P00206,2025-01-02T02:13
1.94,30,26.26,6,False,False,False,False,False,False,False,False,False,True,False,False,7.65,0,6,P00207,2025-01-05T06:53
5.17,43,23.1,10,False,False,False,False,False,True,False,False,False,False,False,True,24.42,1,5,P00208,2025-01-06T10:05
3.89,19,5.96,1,False,False,False,False,False,False,False,False,False,True,False,False,1.19,0,1,P00209,2025-01-20T01:39
13.71,22,20.31,13,False,False,False,False,False,False,False,False,True,False,False,True,4.19,1,2,P00210,2025-01-06T13:03
7.86,31,17.63,21,False,False,False,False,False,False,False,False,False,False,True,False,12.82,1,5,P00211,2025-01-03T21:16
1.89,21,6.13,20,True,False,False,False,False,False,False,False,False,False,False,False,9.21,1,1,P00212,2025-01-20T20:45
1.64,21,11.04,1,False,False,False,False,False,False,False,False,False,True,False,False,12.65,1,9,P00213,2025-01-04T01:08
15.15,21,15.58,4,False,False,False,True,False,False,False,False,False,False,False,True,12.41,1,2,P00214,2025-01-23T04:43
11.24,30,36.46,7,False,False,False,False,False,False,False,False,True,False,False,True,15.19,1,8,P00215,2025-01-23T07:08
11.02,16,16.56,3,False,True,False,False,False,False,False,False,False,False,False,False,2.58,0,8,P00216,2025-01-10T03:17
15.11,36,27.17,18,False,True,False,False,False,False,False,False,False,False,False,False,7.19,1,6,P00217,2025-01-08T18:10
10.43,20,21.46,9,False,False,False,True,False,False,False,False,False,False,False,True,11.16,1,2,P00218,2025-01-25T09:07
1.97,44,16.48,15,False,False,False,False,True,False,False,False,False,False,False,True,11.99,1,5,P00219,2025-01-11T15:46
16.11,19,12.19,9,False,False,False,False,True,False,False,False,False,False,False,True,11.47,1,2,P00220,2025-01-22T09:34
4.04,23,8.17,12,False,False,False,False,False,False,False,False,False,True,False,False,6.43,1,1,P00221,2025-01-12T12:28
2.2,41,21.02,0,False,False,True,False,False,False,False,False,False,False,False,True,12.5,1,3,P00222,2025-01-12T00:53
8.8,29,11.73,21,False,False,False,False,True,False,False,False,False,False,False,True,6.85,0,4,P00223,2025-01-28T21:12
13.09,19,20.83,14,False,False,False,True,False,False,False,False,False,False,False,True,14.98,1,8,P00224,2025-01-16T14:22
1.93,30,4.41,3,False,True,False,False,False,False,False,False,False,False,False,False,1.53,1,4,P00225,2025-01-11T03:29
7.51,35,26.54,1,False,False,False,False,False,False,False,False,True,False,False,True,4.5,1,6,P00226,2025-01-07T01:11
20.27,44,34.2,12,False,False,False,False,False,False,False,False,False,True,False,False,1.69,1,3,P00227,2025-01-25T12:14
3.18,30,28.76,2,False,False,False,False,True,False,False,False,False,False,False,True,40.64,1,8,P00228,2025-01-16T02:37
7.03,34,4.84,14,False,False,False,False,False,False,False,False,False,True,False,False,0.5,0,1,P00229,2025-01-21T14:29
32.89,106,509.31,6,False,False,False,False,False,False,False,False,False,False,False,True,243.35,1,7,P00230,2025-01-12T06:16
3.82,21,28.69,10,False,False,False,False,False,False,False,False,False,False,True,False,19.76,1,6,P00231,2025-01-07T10:49
19.44,34,13.93,13,False,False,False,True,False,False,False,False,False,False,False,True,4.41,0,3,P00232,2025-01-13T13:38
